Entry	Entry_name	Status	Protein_names	Gene_names	EC_number	Cross-reference_(CCDS)	Cross-reference_(RefSeq)	Cross-reference_(KEGG)	Cross-reference_(PATRIC)
C9YI33	C9YI33_CLODR	unreviewed	dTDP-glucose_4,6-dehydratase_(EC_4.2.1.46)	CDR20291_0226	4.2.1.46			cdl:CDR20291_0226	
C9YS79	C9YS79_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_3447				cdl:CDR20291_3447	
C9YPY2	C9YPY2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2647				cdl:CDR20291_2647	
C9YRV0	C9YRV0_CLODR	unreviewed	Threonylcarbamoyl-AMP_synthase_(TC-AMP_synthase)_(EC_2.7.7.87)_(L-threonylcarbamoyladenylate_synthase)	CDR20291_3318	2.7.7.87			cdl:CDR20291_3318	
C9YJ24	C9YJ24_CLODR	unreviewed	Putative_peptidase	CDR20291_0571				cdl:CDR20291_0571	
C9YS54	C9YS54_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_3422				cdl:CDR20291_3422	
C9YLY3	C9YLY3_CLODR	unreviewed	Two-component_response_regulator	CDR20291_1586				cdl:CDR20291_1586	
C9YPX3	C9YPX3_CLODR	unreviewed	Putative_radical_SAM_family_protein	CDR20291_2638				cdl:CDR20291_2638	
C9YNQ1	C9YNQ1_CLODR	unreviewed	Putative_carbohydrate_dehydrogenase	CDR20291_2212				cdl:CDR20291_2212	
C9YQ29	C9YQ29_CLODR	unreviewed	Holliday_junction_ATP-dependent_DNA_helicase_RuvB_(EC_3.6.4.12)	ruvB_CDR20291_2694	3.6.4.12			cdl:CDR20291_2694	
C9YK30	C9YK30_CLODR	unreviewed	M18_family_aminopeptidase_(EC_3.4.11.-)	CDR20291_0931	3.4.11.-			cdl:CDR20291_0931	
C9YRH1	C9YRH1_CLODR	unreviewed	Sensor_histidine_kinase_virs	CDR20291_3188				cdl:CDR20291_3188	
C9YRW4	C9YRW4_CLODR	unreviewed	Putative_RNA-binding_protein	CDR20291_3332				cdl:CDR20291_3332	
C9YLW3	C9YLW3_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_1566				cdl:CDR20291_1566	
C9YKK5	C9YKK5_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_1107				cdl:CDR20291_1107	
C9YN98	C9YN98_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2057				cdl:CDR20291_2057	
C9YI10	C9YI10_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0203				cdl:CDR20291_0203	
C9YI65	C9YI65_CLODR	unreviewed	Flagellar_basal_body_protein	flgE_CDR20291_0258				cdl:CDR20291_0258	
C9YI68	C9YI68_CLODR	unreviewed	Chemotaxis_protein	motB_CDR20291_0261				cdl:CDR20291_0261	
C9YRR6	C9YRR6_CLODR	unreviewed	Phage_portal_protein	CDR20291_3284				cdl:CDR20291_3284	
C9YNJ9	C9YNJ9_CLODR	unreviewed	Cupin_2_domain-containing_protein	CDR20291_2158				cdl:CDR20291_2158	
C9YPP6	C9YPP6_CLODR	unreviewed	Oligopeptide_ABC_transporter,_permease_protein	appB_CDR20291_2561				cdl:CDR20291_2561	
C9YM63	C9YM63_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1667				cdl:CDR20291_1667	
C9YJ12	C9YJ12_CLODR	unreviewed	Putative_acetyltransferase	CDR20291_0559				cdl:CDR20291_0559	
C9YLL8	C9YLL8_CLODR	unreviewed	N-acetyltransferase_domain-containing_protein	CDR20291_1471				cdl:CDR20291_1471	
C9YQ68	C9YQ68_CLODR	unreviewed	Nitrilase_(Carbon-nitrogen_hydrolase)	CDR20291_2733				cdl:CDR20291_2733	
C9YQ00	C9YQ00_CLODR	unreviewed	Putative_polysaccharide_polymerase	CDR20291_2665				cdl:CDR20291_2665	
C9YMX1	C9YMX1_CLODR	unreviewed	Putative_phage_regulatory_protein	CDR20291_1930				cdl:CDR20291_1930	
C9YI70	C9YI70_CLODR	unreviewed	Putative_flagellar_protein	CDR20291_0263				cdl:CDR20291_0263	
C9YNZ9	C9YNZ9_CLODR	unreviewed	Peptidase_M20_domain-containing_protein_2	CDR20291_2312				cdl:CDR20291_2312	
C9YQ89	C9YQ89_CLODR	unreviewed	Putative_sigma-54-dependent_transcriptional_regulator	CDR20291_2754				cdl:CDR20291_2754	
C9YSB3	C9YSB3_CLODR	unreviewed	Putative_acetyltransferase	CDR20291_3481				cdl:CDR20291_3481	
C9YNJ3	C9YNJ3_CLODR	unreviewed	L-lysine_2,3-aminomutase	kamA_CDR20291_2152				cdl:CDR20291_2152	
C9YKY7	C9YKY7_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1239				cdl:CDR20291_1239	
C9YJ72	C9YJ72_CLODR	unreviewed	TetR-family_transcriptional_regulator	CDR20291_0620				cdl:CDR20291_0620	
C9YLA1	C9YLA1_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_1353				cdl:CDR20291_1353	
C9YPH1	C9YPH1_CLODR	unreviewed	Putative_oligosaccharide_deacetylase	CDR20291_2485				cdl:CDR20291_2485	
C9YJM3	C9YJM3_CLODR	unreviewed	Putative_glycosyl_transferase	CDR20291_0773				cdl:CDR20291_0773	
C9YIQ5	C9YIQ5_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_0449				cdl:CDR20291_0449	
C9YQ96	C9YQ96_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2761				cdl:CDR20291_2761	
C9YHG6	C9YHG6_CLODR	unreviewed	Recombination_protein_RecR	recD_recR_CDR20291_0007				cdl:CDR20291_0007	
C9YLK9	C9YLK9_CLODR	unreviewed	Holin	CDR20291_1461				cdl:CDR20291_1461	
C9YPC7	C9YPC7_CLODR	unreviewed	Putative_bifunctional_protein	CDR20291_2441				cdl:CDR20291_2441	
C9YP67	C9YP67_CLODR	unreviewed	PTS_system,_IIb_component	CDR20291_2380				cdl:CDR20291_2380	
C9YJ94	C9YJ94_CLODR	unreviewed	Carbon_monoxide_dehydrogenase_(EC_1.2.7.4)	cooS_CDR20291_0643	1.2.7.4			cdl:CDR20291_0643	
C9YRT2	C9YRT2_CLODR	unreviewed	Putative_lipoprotein	CDR20291_3300				cdl:CDR20291_3300	
C9YP47	C9YP47_CLODR	unreviewed	Elongation_factor_4_(EF-4)_(EC_3.6.5.n1)_(Ribosomal_back-translocase_LepA)	lepA_CDR20291_2360	3.6.5.n1			cdl:CDR20291_2360	
C9YKT2	C9YKT2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1184				cdl:CDR20291_1184	
C9YLC5	C9YLC5_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_1377				cdl:CDR20291_1377	
C9YQX4	C9YQX4_CLODR	unreviewed	Transposase,_is4	CDR20291_2992				cdl:CDR20291_2992	
C9YIZ1	C9YIZ1_CLODR	unreviewed	TetR-family_transcriptional_regulator	CDR20291_0538				cdl:CDR20291_0538	
C9YQY1	C9YQY1_CLODR	unreviewed	HNHc_domain-containing_protein	CDR20291_2999				cdl:CDR20291_2999	
C9YNH7	C9YNH7_CLODR	unreviewed	SASA_domain-containing_protein	CDR20291_2136				cdl:CDR20291_2136	
C9YS53	C9YS53_CLODR	unreviewed	MerR-family_transcriptional_regulator	CDR20291_3421				cdl:CDR20291_3421	
C9YRH6	C9YRH6_CLODR	unreviewed	Putative_exosporium_glycoprotein	bclA3_CDR20291_3193				cdl:CDR20291_3193	
C9YQI6	C9YQI6_CLODR	unreviewed	Putative_sugar_uptake_protein	CDR20291_2853				cdl:CDR20291_2853	
C9YPP3	C9YPP3_CLODR	unreviewed	Oligopeptide_ABC_transporter,_ATP-binding_protein	appF_CDR20291_2558				cdl:CDR20291_2558	
C9YLB9	C9YLB9_CLODR	unreviewed	Putative_polysaccharide_deacetylase	CDR20291_1371				cdl:CDR20291_1371	
C9YJT0	C9YJT0_CLODR	unreviewed	Glycine_betaine/carnitine/choline_ABC_transporter,_ATP-binding_protein	opuCA_CDR20291_0830				cdl:CDR20291_0830	
C9YJB0	C9YJB0_CLODR	unreviewed	Putative_radical_SAM_superfamily_protein	CDR20291_0659				cdl:CDR20291_0659	
C9YMT6	C9YMT6_CLODR	unreviewed	Putative_peptidase	CDR20291_1895				cdl:CDR20291_1895	
C9YJ39	C9YJ39_CLODR	unreviewed	Uncharacterized_protein	d1_CDR20291_0586				cdl:CDR20291_0586	
C9YR55	C9YR55_CLODR	unreviewed	AraC-family_transcriptional_regulator	CDR20291_3073				cdl:CDR20291_3073	
C9YPR3	C9YPR3_CLODR	unreviewed	Putative_membrane-associated_phosphatase	CDR20291_2578				cdl:CDR20291_2578	
C9YLI3	C9YLI3_CLODR	unreviewed	Scaffold_protein	CDR20291_1435				cdl:CDR20291_1435	
C9YSG4	C9YSG4_CLODR	unreviewed	Sporulation_initiation_inhibitor	soj_CDR20291_3532				cdl:CDR20291_3532	
C9YL92	C9YL92_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_1344				cdl:CDR20291_1344	
C9YP91	C9YP91_CLODR	unreviewed	PTS_system,_IIa_component	CDR20291_2404				cdl:CDR20291_2404	
C9YN95	C9YN95_CLODR	unreviewed	Putative_serine/threonine_protein_kinase	CDR20291_2054				cdl:CDR20291_2054	
C9YJ44	C9YJ44_CLODR	unreviewed	Two-component_response_regulator	CDR20291_0591				cdl:CDR20291_0591	
C9YS45	C9YS45_CLODR	unreviewed	Putative_sodium:solute_symporter	CDR20291_3413				cdl:CDR20291_3413	
C9YHY9	C9YHY9_CLODR	unreviewed	Glutamate_dehydrogenase	gluD_CDR20291_0180				cdl:CDR20291_0180	
C9YMW0	C9YMW0_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1919				cdl:CDR20291_1919	
C9YLN6	C9YLN6_CLODR	unreviewed	Potassium-transporting_ATPase_potassium-binding_subunit_(ATP_phosphohydrolase_[potassium-transporting]_A_chain)_(Potassium-binding_and_translocating_subunit_A)_(Potassium-translocating_ATPase_A_chain)	kdpA_CDR20291_1489				cdl:CDR20291_1489	
C9YP50	C9YP50_CLODR	unreviewed	Germination_protease_(EC_3.4.24.78)_(GPR_endopeptidase)_(Germination_proteinase)_(Spore_protease)	gpr_CDR20291_2363	3.4.24.78			cdl:CDR20291_2363	
C9YIS0	C9YIS0_CLODR	unreviewed	Chemotaxis_protein	cheA_CDR20291_0464				cdl:CDR20291_0464	
C9YRV4	C9YRV4_CLODR	unreviewed	Putative_membrane_protein	CDR20291_3322				cdl:CDR20291_3322	
C9YJB7	C9YJB7_CLODR	unreviewed	Putative_exported_protein	CDR20291_0666				cdl:CDR20291_0666	
C9YNP1	C9YNP1_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_2202				cdl:CDR20291_2202	
C9YLL2	C9YLL2_CLODR	unreviewed	Cell_surface_protein_(Putative_penicillin-binding_protein)	CDR20291_1464				cdl:CDR20291_1464	
C9YQU7	C9YQU7_CLODR	unreviewed	Putative_flavodoxin	CDR20291_2965				cdl:CDR20291_2965	
C9YRB8	C9YRB8_CLODR	unreviewed	Putative_phosphosugar_isomerase	CDR20291_3136				cdl:CDR20291_3136	
C9YKA5	C9YKA5_CLODR	unreviewed	GntR-family_transcriptional_regulator	CDR20291_1006				cdl:CDR20291_1006	
C9YPM1	C9YPM1_CLODR	unreviewed	Putative_membrane_protein	sbp_CDR20291_2535				cdl:CDR20291_2535	
C9YML3	C9YML3_CLODR	unreviewed	Putative_phage_repressor	CDR20291_1821				cdl:CDR20291_1821	
C9YI56	C9YI56_CLODR	unreviewed	Flagellar_basal-body_rod_protein_FlgC	flgC_CDR20291_0249				cdl:CDR20291_0249	
C9YS09	C9YS09_CLODR	unreviewed	Spore_maturation_protein_A	spmA_CDR20291_3377				cdl:CDR20291_3377	
C9YS38	C9YS38_CLODR	unreviewed	Putative_peptidase	CDR20291_3406				cdl:CDR20291_3406	
C9YI89	C9YI89_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_0282				cdl:CDR20291_0282	
C9YN00	C9YN00_CLODR	unreviewed	Putative_lipoprotein	CDR20291_1959				cdl:CDR20291_1959	
C9YNN2	C9YNN2_CLODR	unreviewed	Putative_pilin_protein	CDR20291_2191				cdl:CDR20291_2191	
C9YQ40	C9YQ40_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2705				cdl:CDR20291_2705	
C9YP61	C9YP61_CLODR	unreviewed	Uracil-DNA_glycosylase_(UDG)_(EC_3.2.2.27)	ung_CDR20291_2374	3.2.2.27			cdl:CDR20291_2374	
C9YLQ9	C9YLQ9_CLODR	unreviewed	Putative_sodium_extrusion_ABC_transporter,_ATP-binding_protein	CDR20291_1512				cdl:CDR20291_1512	
C9YND3	C9YND3_CLODR	unreviewed	Putative_lipoprotein	CDR20291_2092				cdl:CDR20291_2092	
C9YMY9	C9YMY9_CLODR	unreviewed	YoaP_domain-containing_protein	CDR20291_1948				cdl:CDR20291_1948	
C9YLV7	C9YLV7_CLODR	unreviewed	Guanine_deaminase	guaD_CDR20291_1560				cdl:CDR20291_1560	
C9YHI4	C9YHI4_CLODR	unreviewed	Acetoin:2,6-dichlorophenolindophenol_oxidoreductase_alpha_subunit	acoA_CDR20291_0025				cdl:CDR20291_0025	
C9YRF9	C9YRF9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3177				cdl:CDR20291_3177	
C9YL08	C9YL08_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1260				cdl:CDR20291_1260	
C9YP28	C9YP28_CLODR	unreviewed	Putative_radical_SAM_superfamily_protein	CDR20291_2341				cdl:CDR20291_2341	
C9YQ04	C9YQ04_CLODR	unreviewed	Probable_lipid_II_flippase_MurJ	mviN_murJ_CDR20291_2669				cdl:CDR20291_2669	
C9YLJ3	C9YLJ3_CLODR	unreviewed	Hypothetical_phage_protein	CDR20291_1445				cdl:CDR20291_1445	
C9YM07	C9YM07_CLODR	unreviewed	UPF0145_protein_CDR20291_1610	CDR20291_1610				cdl:CDR20291_1610	
C9YSC9	C9YSC9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3497				cdl:CDR20291_3497	
C9YQ54	C9YQ54_CLODR	unreviewed	Aminotransferase_(EC_2.6.1.-)	CDR20291_2719	2.6.1.-			cdl:CDR20291_2719	
C9YLE3	C9YLE3_CLODR	unreviewed	Putative_hemolysin-like_membrane_protein	CDR20291_1395				cdl:CDR20291_1395	
C9YJK0	C9YJK0_CLODR	unreviewed	Two-component_response_regulator	CDR20291_0750				cdl:CDR20291_0750	
C9YKZ8	C9YKZ8_CLODR	unreviewed	Putative_oligopeptide_transporter	CDR20291_1250				cdl:CDR20291_1250	
C9YQ94	C9YQ94_CLODR	unreviewed	Sortase	CDR20291_2759				cdl:CDR20291_2759	
C9YK51	C9YK51_CLODR	unreviewed	Glycerol_dehydratase_activator	dhaB2_CDR20291_0952				cdl:CDR20291_0952	
C9YHP5	C9YHP5_CLODR	unreviewed	50S_ribosomal_protein_L15	rplO_CDR20291_0086				cdl:CDR20291_0086	
C9YPG4	C9YPG4_CLODR	unreviewed	Low-specificity_L-threonine_aldolase	ltaE_CDR20291_2478				cdl:CDR20291_2478	
C9YQS2	C9YQS2_CLODR	unreviewed	PTS_system,_IIbc_component	CDR20291_2939				cdl:CDR20291_2939	
C9YRU9	C9YRU9_CLODR	unreviewed	Low_molecular_weight_protein-tyrosine-phosphatase	CDR20291_3317				cdl:CDR20291_3317	
C9YJ28	C9YJ28_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_0575				cdl:CDR20291_0575	
C9YI54	C9YI54_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0247				cdl:CDR20291_0247	
C9YMI3	C9YMI3_CLODR	unreviewed	Putative_conjugal_transfer_protein	CDR20291_1790				cdl:CDR20291_1790	
C9YJU9	C9YJU9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0849				cdl:CDR20291_0849	
C9YMK8	C9YMK8_CLODR	unreviewed	Putative_lipoprotein	CDR20291_1816				cdl:CDR20291_1816	
C9YMZ2	C9YMZ2_CLODR	unreviewed	Putative_hydrolase	CDR20291_1951				cdl:CDR20291_1951	
C9YLM7	C9YLM7_CLODR	unreviewed	AB_hydrolase-1_domain-containing_protein	CDR20291_1480				cdl:CDR20291_1480	
C9YIB4	C9YIB4_CLODR	unreviewed	GATase1_like_domain-containing_protein	CDR20291_0307				cdl:CDR20291_0307	
C9YIB1	C9YIB1_CLODR	unreviewed	Ribose_ABC_transporter,_ATP-binding_protein	rbsA_CDR20291_0304				cdl:CDR20291_0304	
C9YIY3	C9YIY3_CLODR	unreviewed	Transposase-like_protein_b	CDR20291_0530				cdl:CDR20291_0530	
C9YP74	C9YP74_CLODR	unreviewed	L-seryl-tRNA(Sec)_selenium_transferase_(EC_2.9.1.1)_(Selenocysteine_synthase)_(Sec_synthase)_(Selenocysteinyl-tRNA(Sec)_synthase)	fdhA_selA_CDR20291_2387	2.9.1.1			cdl:CDR20291_2387	
C9YRJ4	C9YRJ4_CLODR	unreviewed	Small_ribosomal_subunit_biogenesis_GTPase_RsgA_(EC_3.6.1.-)	rsgA_CDR20291_3212	3.6.1.-			cdl:CDR20291_3212	
C9YRN1	C9YRN1_CLODR	unreviewed	Probable_cobalt-precorrin-6y_C(15)-methyltransferase	cbiT_CDR20291_3249				cdl:CDR20291_3249	
C9YK37	C9YK37_CLODR	unreviewed	LysR-family_transcriptional_regulator	CDR20291_0938				cdl:CDR20291_0938	
C9YQ43	C9YQ43_CLODR	unreviewed	Putative_amino_acid_racemase	CDR20291_2708				cdl:CDR20291_2708	
C9YKA8	C9YKA8_CLODR	unreviewed	Electron_transfer_flavoprotein_alpha-subunit	etfA3_CDR20291_1009				cdl:CDR20291_1009	
C9YQ03	C9YQ03_CLODR	unreviewed	Putative_phosphomannomutase/phosphoglycerate_mutase	pgm2_CDR20291_2668				cdl:CDR20291_2668	
C9YPF3	C9YPF3_CLODR	unreviewed	Ribosomal_RNA_small_subunit_methyltransferase	rsmB_CDR20291_2467				cdl:CDR20291_2467	
C9YQQ0	C9YQQ0_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2917				cdl:CDR20291_2917	
C9YHZ8	C9YHZ8_CLODR	unreviewed	LysR-family_transcriptional_regulator	CDR20291_0190				cdl:CDR20291_0190	
C9YMY2	C9YMY2_CLODR	unreviewed	Probable_amino_acid_racemase	racX_CDR20291_1941				cdl:CDR20291_1941	
C9YP66	C9YP66_CLODR	unreviewed	PTS_system,_IIc_component	CDR20291_2379				cdl:CDR20291_2379	
C9YMG5	C9YMG5_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1771				cdl:CDR20291_1771	
C9YIE9	C9YIE9_CLODR	unreviewed	Two-component_sensor_histidine_kinase	CDR20291_0343				cdl:CDR20291_0343	
C9YMC6	C9YMC6_CLODR	unreviewed	Chorismate_synthase_(CS)_(EC_4.2.3.5)_(5-enolpyruvylshikimate-3-phosphate_phospholyase)	aroC_CDR20291_1730	4.2.3.5			cdl:CDR20291_1730	
C9YLL1	C9YLL1_CLODR	unreviewed	N-acetylmuramoyl-l-alanine_amidase_(Cell_wall_hydrolase)_region_relative_to_most_database_matches	CDR20291_1463				cdl:CDR20291_1463	
C9YRI5	C9YRI5_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_3203				cdl:CDR20291_3203	
C9YLW9	C9YLW9_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_1572				cdl:CDR20291_1572	
C9YS27	C9YS27_CLODR	unreviewed	Bifunctional_ligase/repressor_BirA_(Biotin--[acetyl-CoA-carboxylase]_ligase)_(EC_6.3.4.15)_(Biotin--protein_ligase)_(Biotin-[acetyl-CoA_carboxylase]_synthetase)	birA_CDR20291_3395	6.3.4.15			cdl:CDR20291_3395	
C9YNR0	C9YNR0_CLODR	unreviewed	PTS_system,_mannitol-specific_IIa_component	mtlF_CDR20291_2221				cdl:CDR20291_2221	
C9YPD8	C9YPD8_CLODR	unreviewed	PTS_system,_IIa_component	CDR20291_2452				cdl:CDR20291_2452	
C9YKP1	C9YKP1_CLODR	unreviewed	Putative_pyrophosphohydrolase	CDR20291_1143				cdl:CDR20291_1143	
C9YIT4	C9YIT4_CLODR	unreviewed	Putative_methylase	CDR20291_0478				cdl:CDR20291_0478	
C9YHX3	C9YHX3_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0164				cdl:CDR20291_0164	
C9YLR4	C9YLR4_CLODR	unreviewed	Putative_ABC_transporter,_peremase_protein	CDR20291_1517				cdl:CDR20291_1517	
C9YMC3	C9YMC3_CLODR	unreviewed	Putative_chorismate_biosynthesis-related_protein	CDR20291_1727				cdl:CDR20291_1727	
C9YJ59	C9YJ59_CLODR	unreviewed	Probable_transporter	CDR20291_0607				cdl:CDR20291_0607	
C9YK74	C9YK74_CLODR	unreviewed	Ion-translocating_oxidoreductase_complex_subunit_G_(EC_7.-.-.-)_(Rnf_electron_transport_complex_subunit_G)	rnfG_CDR20291_0975	7.-.-.-			cdl:CDR20291_0975	
C9YPZ0	C9YPZ0_CLODR	unreviewed	Cell_surface_protein	CDR20291_2655				cdl:CDR20291_2655	
C9YKW0	C9YKW0_CLODR	unreviewed	Putative_phage_cell_wall_hydrolase	CDR20291_1212				cdl:CDR20291_1212	
C9YI69	C9YI69_CLODR	unreviewed	Flagellar_protein_FliL	fliL_CDR20291_0262				cdl:CDR20291_0262	
C9YM56	C9YM56_CLODR	unreviewed	Nudix-family_hydrolase	CDR20291_1660				cdl:CDR20291_1660	
C9YIU2	C9YIU2_CLODR	unreviewed	Putative_aldo/keto_reductase	CDR20291_0486				cdl:CDR20291_0486	
C9YPN0	C9YPN0_CLODR	unreviewed	Stage_V_sporulation_protein_D_(Sporulation_specific_penicillin-binding_protein)	spoVD_CDR20291_2544				cdl:CDR20291_2544	
C9YPY9	C9YPY9_CLODR	unreviewed	Putative_penicillin-binding_protein_repressor	CDR20291_2654				cdl:CDR20291_2654	
C9YI37	C9YI37_CLODR	unreviewed	Negative_regulator_of_flagellin_synthesis_(Anti-sigma-d_factor)	flgM_CDR20291_0230				cdl:CDR20291_0230	
C9YMV1	C9YMV1_CLODR	unreviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine_synthase_(EC_2.8.4.3)_((Dimethylallyl)adenosine_tRNA_methylthiotransferase_MiaB)_(tRNA-i(6)A37_methylthiotransferase)	miaB_CDR20291_1910	2.8.4.3			cdl:CDR20291_1910	
C9YPV6	C9YPV6_CLODR	unreviewed	Putative_sigma-54-interacting_regulatory_protein	CDR20291_2621				cdl:CDR20291_2621	
C9YHH8	C9YHH8_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0019				cdl:CDR20291_0019	
C9YPQ9	C9YPQ9_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2574				cdl:CDR20291_2574	
C9YNR2	C9YNR2_CLODR	unreviewed	PTS_system,_mannitol-specific_IIbc_component	mtlA_CDR20291_2223				cdl:CDR20291_2223	
C9YLI7	C9YLI7_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1439				cdl:CDR20291_1439	
C9YK86	C9YK86_CLODR	unreviewed	Septum_site-determining_protein_(Cell_division_inhibitor)	divIVB_CDR20291_0987				cdl:CDR20291_0987	
C9YR62	C9YR62_CLODR	unreviewed	Small_acid-soluble_spore_protein	CDR20291_3080				cdl:CDR20291_3080	
C9YL78	C9YL78_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1330				cdl:CDR20291_1330	
C9YPU2	C9YPU2_CLODR	unreviewed	Putative_sortase_B	CDR20291_2607				cdl:CDR20291_2607	
C9YI31	C9YI31_CLODR	unreviewed	Glucose-1-phosphate_thymidylyltransferase_(EC_2.7.7.24)	CDR20291_0224	2.7.7.24			cdl:CDR20291_0224	
C9YIQ7	C9YIQ7_CLODR	unreviewed	Putative_aminobenzoyl-glutamate_transporter	CDR20291_0451				cdl:CDR20291_0451	
C9YPI5	C9YPI5_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2499				cdl:CDR20291_2499	
C9YR84	C9YR84_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3102				cdl:CDR20291_3102	
C9YNH4	C9YNH4_CLODR	unreviewed	cAMP-binding_regulatory_protein	CDR20291_2133				cdl:CDR20291_2133	
C9YJ06	C9YJ06_CLODR	unreviewed	Putative_drug/sodium_antiporter	CDR20291_0553				cdl:CDR20291_0553	
C9YQF4	C9YQF4_CLODR	unreviewed	ABC_transporter,_permease_protein	CDR20291_2819				cdl:CDR20291_2819	
C9YMB0	C9YMB0_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1714				cdl:CDR20291_1714	
C9YPC2	C9YPC2_CLODR	unreviewed	Putative_sugar_transporter,_permease_protein	CDR20291_2436				cdl:CDR20291_2436	
C9YJB9	C9YJB9_CLODR	unreviewed	Glycerol_kinase	glpK1_CDR20291_0669				cdl:CDR20291_0669	
C9YRJ8	C9YRJ8_CLODR	unreviewed	Pyruvate_kinase_(EC_2.7.1.40)	pykF_CDR20291_3216	2.7.1.40			cdl:CDR20291_3216	
C9YLB8	C9YLB8_CLODR	unreviewed	Tyrosine--tRNA_ligase_(EC_6.1.1.1)_(Tyrosyl-tRNA_synthetase)_(TyrRS)	tyrR_tyrS_CDR20291_1370	6.1.1.1			cdl:CDR20291_1370	
C9YMG0	C9YMG0_CLODR	unreviewed	Transcription_regulator_(Yobd_protein)	yobD_CDR20291_1766				cdl:CDR20291_1766	
C9YSG3	C9YSG3_CLODR	unreviewed	Stage_0_sporulation_protein_J	spo0J_CDR20291_3531				cdl:CDR20291_3531	
C9YR48	C9YR48_CLODR	unreviewed	Putative_Na+_driven_multidrug_efflux_pump	CDR20291_3066				cdl:CDR20291_3066	
C9YSG6	C9YSG6_CLODR	unreviewed	Ribosomal_RNA_small_subunit_methyltransferase_G_(EC_2.1.1.-)_(16S_rRNA_7-methylguanosine_methyltransferase)_(16S_rRNA_m7G_methyltransferase)	rsmG_CDR20291_3534	2.1.1.-			cdl:CDR20291_3534	
C9YNF8	C9YNF8_CLODR	unreviewed	ABC_transporter,_ATP-binding/permease_protein	CDR20291_2117				cdl:CDR20291_2117	
C9YPR1	C9YPR1_CLODR	unreviewed	Small_acid-soluble_spore_protein_A	sspA_CDR20291_2576				cdl:CDR20291_2576	
C9YJI2	C9YJI2_CLODR	unreviewed	Probable_permease	CDR20291_0732				cdl:CDR20291_0732	
C9YJ10	C9YJ10_CLODR	unreviewed	AB_hydrolase-1_domain-containing_protein	CDR20291_0557				cdl:CDR20291_0557	
C9YRG5	C9YRG5_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3183				cdl:CDR20291_3183	
C9YPL5	C9YPL5_CLODR	unreviewed	PRC_domain-containing_protein	CDR20291_2529				cdl:CDR20291_2529	
C9YIG3	C9YIG3_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0357				cdl:CDR20291_0357	
C9YK10	C9YK10_CLODR	unreviewed	Electron_transfer_flavoprotein_beta-subunit	etfB2_CDR20291_0911				cdl:CDR20291_0911	
C9YNH3	C9YNH3_CLODR	unreviewed	Anaerobic_sulfite_reductase_subunit_A	asrA_CDR20291_2132				cdl:CDR20291_2132	
C9YNI4	C9YNI4_CLODR	unreviewed	Putative_signaling_protein	CDR20291_2143				cdl:CDR20291_2143	
C9YIM7	C9YIM7_CLODR	unreviewed	Putative_lantibiotic_ABC_transporter,_permease_protein	spaE_CDR20291_0421				cdl:CDR20291_0421	
C9YJF4	C9YJF4_CLODR	unreviewed	Stage_V_sporulation_protein_AE	spoVAE_CDR20291_0704				cdl:CDR20291_0704	
C9YK62	C9YK62_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0963				cdl:CDR20291_0963	
