R20291_ref_genome_patric_id	630_comp_genome_1_patric_id
645463.3.peg.2169	272563.8.peg.2229
645463.3.peg.220	272563.8.peg.223
645463.3.peg.2170	272563.8.peg.2230
645463.3.peg.2171	272563.8.peg.2231
645463.3.peg.2172	272563.8.peg.2232
645463.3.peg.2173	272563.8.peg.2233
645463.3.peg.2174	272563.8.peg.2234
645463.3.peg.2175	272563.8.peg.2235
645463.3.peg.2176	272563.8.peg.2236
645463.3.peg.2177	272563.8.peg.2237
645463.3.peg.2178	272563.8.peg.2238
645463.3.peg.2179	272563.8.peg.2239
645463.3.peg.221	272563.8.peg.224
645463.3.peg.2180	272563.8.peg.2240
645463.3.peg.2181	272563.8.peg.2241
645463.3.peg.2182	272563.8.peg.2242
645463.3.peg.2183	272563.8.peg.2243
645463.3.peg.2184	272563.8.peg.2244
645463.3.peg.2185	272563.8.peg.2245
645463.3.peg.2186	272563.8.peg.2246
645463.3.peg.2187	272563.8.peg.2247
645463.3.peg.2188	272563.8.peg.2248
645463.3.peg.2189	272563.8.peg.2249
645463.3.peg.222	272563.8.peg.225
645463.3.peg.2190	272563.8.peg.2250
645463.3.peg.2191	272563.8.peg.2251
645463.3.peg.2192	272563.8.peg.2252
645463.3.peg.2193	272563.8.peg.2253
645463.3.peg.2194	272563.8.peg.2254
645463.3.peg.2195	272563.8.peg.2255
645463.3.peg.2196	272563.8.peg.2256
645463.3.peg.2197	272563.8.peg.2257
645463.3.peg.2198	272563.8.peg.2258
645463.3.peg.2199	272563.8.peg.2259
645463.3.peg.223	272563.8.peg.226
645463.3.peg.2200	272563.8.peg.2260
645463.3.peg.2201	272563.8.peg.2261
645463.3.peg.2202	272563.8.peg.2262
645463.3.peg.2203	272563.8.peg.2263
645463.3.peg.2204	272563.8.peg.2264
645463.3.peg.2205	272563.8.peg.2265
645463.3.peg.2206	272563.8.peg.2266
645463.3.peg.2207	272563.8.peg.2267
645463.3.peg.2208	272563.8.peg.2268
645463.3.peg.2209	272563.8.peg.2269
645463.3.peg.224	272563.8.peg.227
645463.3.peg.2210	272563.8.peg.2270
645463.3.peg.2211	272563.8.peg.2271
645463.3.peg.2212	272563.8.peg.2272
645463.3.peg.2213	272563.8.peg.2273
645463.3.peg.2214	272563.8.peg.2274
645463.3.peg.2215	272563.8.peg.2275
645463.3.peg.2216	272563.8.peg.2276
645463.3.peg.2217	272563.8.peg.2277
645463.3.peg.2218	272563.8.peg.2278
645463.3.peg.2219	272563.8.peg.2279
645463.3.peg.225	272563.8.peg.228
645463.3.peg.2220	272563.8.peg.2280
645463.3.peg.2221	272563.8.peg.2281
645463.3.peg.2222	272563.8.peg.2282
645463.3.peg.2223	272563.8.peg.2283
645463.3.peg.2224	272563.8.peg.2284
645463.3.peg.2225	272563.8.peg.2285
645463.3.peg.2226	272563.8.peg.2286
645463.3.peg.2227	272563.8.peg.2287
645463.3.peg.2228	272563.8.peg.2288
645463.3.peg.2229	272563.8.peg.2289
645463.3.peg.2230	272563.8.peg.2290
645463.3.peg.2231	272563.8.peg.2291
645463.3.peg.2232	272563.8.peg.2292
645463.3.peg.2233	272563.8.peg.2293
645463.3.peg.2234	272563.8.peg.2294
645463.3.peg.1516	272563.8.peg.2295
645463.3.peg.2235	272563.8.peg.2295
645463.3.peg.2236	272563.8.peg.2296
645463.3.peg.2237	272563.8.peg.2298
645463.3.peg.1562	272563.8.peg.2299
645463.3.peg.2238	272563.8.peg.2299
645463.3.peg.15	272563.8.peg.23
645463.3.peg.2239	272563.8.peg.2300
645463.3.peg.2240	272563.8.peg.2301
645463.3.peg.2242	272563.8.peg.2302
645463.3.peg.2243	272563.8.peg.2303
645463.3.peg.2244	272563.8.peg.2304
645463.3.peg.2245	272563.8.peg.2305
645463.3.peg.2246	272563.8.peg.2306
645463.3.peg.2247	272563.8.peg.2307
645463.3.peg.2248	272563.8.peg.2308
645463.3.peg.2249	272563.8.peg.2309
645463.3.peg.226	272563.8.peg.231
645463.3.peg.2250	272563.8.peg.2310
645463.3.peg.2251	272563.8.peg.2311
645463.3.peg.2252	272563.8.peg.2312
645463.3.peg.2253	272563.8.peg.2313
645463.3.peg.2254	272563.8.peg.2314
645463.3.peg.2255	272563.8.peg.2315
645463.3.peg.2256	272563.8.peg.2316
645463.3.peg.2257	272563.8.peg.2317
645463.3.peg.2258	272563.8.peg.2318
645463.3.peg.2259	272563.8.peg.2319
645463.3.peg.227	272563.8.peg.232
645463.3.peg.2260	272563.8.peg.2320
645463.3.peg.2261	272563.8.peg.2321
645463.3.peg.2262	272563.8.peg.2322
645463.3.peg.2263	272563.8.peg.2323
645463.3.peg.2264	272563.8.peg.2324
645463.3.peg.2265	272563.8.peg.2325
645463.3.peg.2266	272563.8.peg.2326
645463.3.peg.2267	272563.8.peg.2327
645463.3.peg.2268	272563.8.peg.2328
645463.3.peg.2269	272563.8.peg.2329
645463.3.peg.2270	272563.8.peg.2330
645463.3.peg.2271	272563.8.peg.2331
645463.3.peg.2272	272563.8.peg.2332
645463.3.peg.2273	272563.8.peg.2333
645463.3.peg.2274	272563.8.peg.2341
645463.3.peg.2275	272563.8.peg.2342
645463.3.peg.2276	272563.8.peg.2343
645463.3.peg.2277	272563.8.peg.2344
645463.3.peg.2278	272563.8.peg.2345
645463.3.peg.2279	272563.8.peg.2346
645463.3.peg.2280	272563.8.peg.2347
645463.3.peg.2281	272563.8.peg.2348
645463.3.peg.2282	272563.8.peg.2349
645463.3.peg.228	272563.8.peg.235
645463.3.peg.2283	272563.8.peg.2350
645463.3.peg.2284	272563.8.peg.2351
645463.3.peg.2285	272563.8.peg.2352
645463.3.peg.2286	272563.8.peg.2353
645463.3.peg.2287	272563.8.peg.2354
645463.3.peg.2288	272563.8.peg.2355
645463.3.peg.2289	272563.8.peg.2356
645463.3.peg.2290	272563.8.peg.2357
645463.3.peg.2291	272563.8.peg.2358
645463.3.peg.2292	272563.8.peg.2359
645463.3.peg.229	272563.8.peg.236
645463.3.peg.2293	272563.8.peg.2360
645463.3.peg.2294	272563.8.peg.2361
645463.3.peg.2295	272563.8.peg.2362
645463.3.peg.2296	272563.8.peg.2363
645463.3.peg.2297	272563.8.peg.2364
645463.3.peg.2298	272563.8.peg.2365
645463.3.peg.2299	272563.8.peg.2366
645463.3.peg.2300	272563.8.peg.2367
645463.3.peg.2301	272563.8.peg.2368
645463.3.peg.2302	272563.8.peg.2369
645463.3.peg.230	272563.8.peg.237
645463.3.peg.2303	272563.8.peg.2370
645463.3.peg.2304	272563.8.peg.2371
645463.3.peg.2305	272563.8.peg.2372
645463.3.peg.2306	272563.8.peg.2373
645463.3.peg.2307	272563.8.peg.2374
645463.3.peg.2308	272563.8.peg.2375
645463.3.peg.2309	272563.8.peg.2376
645463.3.peg.2310	272563.8.peg.2377
645463.3.peg.2311	272563.8.peg.2378
645463.3.peg.2312	272563.8.peg.2379
645463.3.peg.231	272563.8.peg.238
645463.3.peg.2313	272563.8.peg.2380
645463.3.peg.2314	272563.8.peg.2381
645463.3.peg.2315	272563.8.peg.2382
645463.3.peg.2316	272563.8.peg.2383
645463.3.peg.2317	272563.8.peg.2384
645463.3.peg.2318	272563.8.peg.2385
645463.3.peg.2319	272563.8.peg.2386
645463.3.peg.2320	272563.8.peg.2387
645463.3.peg.2321	272563.8.peg.2388
645463.3.peg.2322	272563.8.peg.2389
645463.3.peg.232	272563.8.peg.239
645463.3.peg.2323	272563.8.peg.2390
645463.3.peg.2324	272563.8.peg.2391
645463.3.peg.2325	272563.8.peg.2392
645463.3.peg.2326	272563.8.peg.2393
645463.3.peg.2327	272563.8.peg.2394
645463.3.peg.2328	272563.8.peg.2395
645463.3.peg.2329	272563.8.peg.2396
645463.3.peg.2330	272563.8.peg.2397
645463.3.peg.2331	272563.8.peg.2398
645463.3.peg.16	272563.8.peg.24
645463.3.peg.233	272563.8.peg.240
645463.3.peg.2334	272563.8.peg.2400
645463.3.peg.2335	272563.8.peg.2401
645463.3.peg.2336	272563.8.peg.2403
645463.3.peg.2337	272563.8.peg.2404
645463.3.peg.234	272563.8.peg.241
645463.3.peg.1543	272563.8.peg.2410
645463.3.peg.1542	272563.8.peg.2411
645463.3.peg.1502	272563.8.peg.2412
645463.3.peg.1519	272563.8.peg.2412
645463.3.peg.1541	272563.8.peg.2413
645463.3.peg.2338	272563.8.peg.2419
645463.3.peg.235	272563.8.peg.242
645463.3.peg.2339	272563.8.peg.2420
645463.3.peg.2340	272563.8.peg.2422
645463.3.peg.2341	272563.8.peg.2423
645463.3.peg.2342	272563.8.peg.2424
645463.3.peg.2343	272563.8.peg.2425
645463.3.peg.2346	272563.8.peg.2426
645463.3.peg.2347	272563.8.peg.2427
645463.3.peg.2348	272563.8.peg.2428
645463.3.peg.2349	272563.8.peg.2429
645463.3.peg.236	272563.8.peg.243
645463.3.peg.2350	272563.8.peg.2430
645463.3.peg.2351	272563.8.peg.2431
645463.3.peg.2352	272563.8.peg.2432
645463.3.peg.2353	272563.8.peg.2433
645463.3.peg.2354	272563.8.peg.2434
645463.3.peg.2355	272563.8.peg.2435
645463.3.peg.2356	272563.8.peg.2436
645463.3.peg.2357	272563.8.peg.2437
645463.3.peg.2358	272563.8.peg.2438
645463.3.peg.2359	272563.8.peg.2439
645463.3.peg.241	272563.8.peg.244
645463.3.peg.2360	272563.8.peg.2440
645463.3.peg.2361	272563.8.peg.2441
645463.3.peg.2362	272563.8.peg.2442
645463.3.peg.2363	272563.8.peg.2443
645463.3.peg.2364	272563.8.peg.2444
645463.3.peg.2365	272563.8.peg.2445
645463.3.peg.2366	272563.8.peg.2446
645463.3.peg.2367	272563.8.peg.2447
645463.3.peg.2368	272563.8.peg.2448
645463.3.peg.2369	272563.8.peg.2449
645463.3.peg.242	272563.8.peg.245
645463.3.peg.2370	272563.8.peg.2450
645463.3.peg.2371	272563.8.peg.2451
645463.3.peg.2372	272563.8.peg.2452
645463.3.peg.2373	272563.8.peg.2453
645463.3.peg.2374	272563.8.peg.2454
645463.3.peg.2375	272563.8.peg.2455
645463.3.peg.2376	272563.8.peg.2456
645463.3.peg.2377	272563.8.peg.2457
645463.3.peg.2378	272563.8.peg.2458
645463.3.peg.2379	272563.8.peg.2459
645463.3.peg.243	272563.8.peg.246
645463.3.peg.2380	272563.8.peg.2460
645463.3.peg.2381	272563.8.peg.2461
645463.3.peg.2382	272563.8.peg.2462
645463.3.peg.2383	272563.8.peg.2463
645463.3.peg.2384	272563.8.peg.2464
645463.3.peg.2676	272563.8.peg.2464
645463.3.peg.2385	272563.8.peg.2465
645463.3.peg.2386	272563.8.peg.2466
645463.3.peg.2387	272563.8.peg.2467
645463.3.peg.2388	272563.8.peg.2468
645463.3.peg.2389	272563.8.peg.2469
645463.3.peg.244	272563.8.peg.247
645463.3.peg.2390	272563.8.peg.2470
645463.3.peg.2391	272563.8.peg.2471
645463.3.peg.2392	272563.8.peg.2472
645463.3.peg.2393	272563.8.peg.2473
645463.3.peg.2394	272563.8.peg.2474
645463.3.peg.2395	272563.8.peg.2475
645463.3.peg.2396	272563.8.peg.2476
645463.3.peg.2397	272563.8.peg.2477
645463.3.peg.2398	272563.8.peg.2478
645463.3.peg.2399	272563.8.peg.2479
645463.3.peg.245	272563.8.peg.248
645463.3.peg.2400	272563.8.peg.2480
645463.3.peg.2401	272563.8.peg.2481
645463.3.peg.2402	272563.8.peg.2482
645463.3.peg.2403	272563.8.peg.2483
645463.3.peg.2404	272563.8.peg.2484
645463.3.peg.2405	272563.8.peg.2485
645463.3.peg.2406	272563.8.peg.2486
645463.3.peg.2407	272563.8.peg.2487
645463.3.peg.2408	272563.8.peg.2488
645463.3.peg.2409	272563.8.peg.2489
645463.3.peg.246	272563.8.peg.249
645463.3.peg.2410	272563.8.peg.2490
645463.3.peg.2411	272563.8.peg.2491
645463.3.peg.2412	272563.8.peg.2492
645463.3.peg.2413	272563.8.peg.2493
645463.3.peg.2414	272563.8.peg.2494
645463.3.peg.2415	272563.8.peg.2495
645463.3.peg.2416	272563.8.peg.2496
645463.3.peg.2417	272563.8.peg.2497
645463.3.peg.2418	272563.8.peg.2498
645463.3.peg.2419	272563.8.peg.2499
645463.3.peg.17	272563.8.peg.25
645463.3.peg.247	272563.8.peg.250
645463.3.peg.2420	272563.8.peg.2500
645463.3.peg.2421	272563.8.peg.2501
645463.3.peg.2422	272563.8.peg.2502
645463.3.peg.2423	272563.8.peg.2503
645463.3.peg.2424	272563.8.peg.2504
645463.3.peg.2425	272563.8.peg.2505
645463.3.peg.2431	272563.8.peg.2506
645463.3.peg.2333	272563.8.peg.2507
645463.3.peg.2427	272563.8.peg.2507
645463.3.peg.2432	272563.8.peg.2507
645463.3.peg.2332	272563.8.peg.2508
645463.3.peg.2428	272563.8.peg.2508
645463.3.peg.2433	272563.8.peg.2508
645463.3.peg.2434	272563.8.peg.2509
645463.3.peg.248	272563.8.peg.251
645463.3.peg.2436	272563.8.peg.2510
645463.3.peg.2437	272563.8.peg.2511
645463.3.peg.2438	272563.8.peg.2512
645463.3.peg.2439	272563.8.peg.2513
645463.3.peg.2440	272563.8.peg.2514
645463.3.peg.2441	272563.8.peg.2515
645463.3.peg.2442	272563.8.peg.2516
645463.3.peg.2443	272563.8.peg.2517
645463.3.peg.2444	272563.8.peg.2518
645463.3.peg.2445	272563.8.peg.2519
645463.3.peg.249	272563.8.peg.252
645463.3.peg.2446	272563.8.peg.2520
645463.3.peg.2447	272563.8.peg.2521
645463.3.peg.2448	272563.8.peg.2522
645463.3.peg.2449	272563.8.peg.2523
645463.3.peg.2450	272563.8.peg.2524
645463.3.peg.2451	272563.8.peg.2525
645463.3.peg.2452	272563.8.peg.2526
645463.3.peg.2455	272563.8.peg.2527
645463.3.peg.2456	272563.8.peg.2528
645463.3.peg.2457	272563.8.peg.2529
645463.3.peg.250	272563.8.peg.253
645463.3.peg.2458	272563.8.peg.2530
645463.3.peg.2459	272563.8.peg.2531
645463.3.peg.2460	272563.8.peg.2532
645463.3.peg.2461	272563.8.peg.2533
645463.3.peg.2462	272563.8.peg.2534
645463.3.peg.2463	272563.8.peg.2535
645463.3.peg.2464	272563.8.peg.2536
645463.3.peg.2465	272563.8.peg.2537
645463.3.peg.2466	272563.8.peg.2538
645463.3.peg.2467	272563.8.peg.2539
645463.3.peg.251	272563.8.peg.254
645463.3.peg.2468	272563.8.peg.2540
645463.3.peg.2469	272563.8.peg.2541
645463.3.peg.2470	272563.8.peg.2542
645463.3.peg.2471	272563.8.peg.2543
645463.3.peg.2472	272563.8.peg.2544
645463.3.peg.2473	272563.8.peg.2545
645463.3.peg.2474	272563.8.peg.2546
645463.3.peg.2475	272563.8.peg.2547
645463.3.peg.2476	272563.8.peg.2548
645463.3.peg.2477	272563.8.peg.2549
645463.3.peg.252	272563.8.peg.255
645463.3.peg.2478	272563.8.peg.2550
645463.3.peg.2479	272563.8.peg.2551
645463.3.peg.2480	272563.8.peg.2552
645463.3.peg.2481	272563.8.peg.2553
645463.3.peg.2482	272563.8.peg.2554
645463.3.peg.2483	272563.8.peg.2555
645463.3.peg.2484	272563.8.peg.2556
645463.3.peg.2485	272563.8.peg.2557
645463.3.peg.769	272563.8.peg.2558
645463.3.peg.2486	272563.8.peg.2558
645463.3.peg.2487	272563.8.peg.2559
645463.3.peg.253	272563.8.peg.256
645463.3.peg.2488	272563.8.peg.2560
645463.3.peg.2489	272563.8.peg.2561
645463.3.peg.2490	272563.8.peg.2562
645463.3.peg.2491	272563.8.peg.2563
645463.3.peg.2492	272563.8.peg.2564
645463.3.peg.2493	272563.8.peg.2565
645463.3.peg.2494	272563.8.peg.2566
645463.3.peg.2495	272563.8.peg.2567
645463.3.peg.2496	272563.8.peg.2568
645463.3.peg.2497	272563.8.peg.2569
645463.3.peg.254	272563.8.peg.257
645463.3.peg.2498	272563.8.peg.2570
645463.3.peg.2499	272563.8.peg.2571
645463.3.peg.2500	272563.8.peg.2572
645463.3.peg.2501	272563.8.peg.2573
645463.3.peg.2502	272563.8.peg.2574
645463.3.peg.2503	272563.8.peg.2575
645463.3.peg.2504	272563.8.peg.2576
645463.3.peg.2505	272563.8.peg.2577
645463.3.peg.2506	272563.8.peg.2578
645463.3.peg.2507	272563.8.peg.2579
645463.3.peg.255	272563.8.peg.258
645463.3.peg.2508	272563.8.peg.2580
645463.3.peg.2509	272563.8.peg.2581
645463.3.peg.2510	272563.8.peg.2582
645463.3.peg.2511	272563.8.peg.2583
645463.3.peg.2512	272563.8.peg.2584
645463.3.peg.2513	272563.8.peg.2585
645463.3.peg.2514	272563.8.peg.2586
645463.3.peg.2515	272563.8.peg.2587
645463.3.peg.2516	272563.8.peg.2588
645463.3.peg.2517	272563.8.peg.2589
645463.3.peg.2518	272563.8.peg.2590
645463.3.peg.2519	272563.8.peg.2591
645463.3.peg.2520	272563.8.peg.2592
645463.3.peg.2521	272563.8.peg.2593
645463.3.peg.2522	272563.8.peg.2594
645463.3.peg.2523	272563.8.peg.2595
645463.3.peg.2524	272563.8.peg.2596
645463.3.peg.2525	272563.8.peg.2597
645463.3.peg.2526	272563.8.peg.2597
645463.3.peg.2527	272563.8.peg.2598
645463.3.peg.2528	272563.8.peg.2599
645463.3.peg.18	272563.8.peg.26
645463.3.peg.2529	272563.8.peg.2600
645463.3.peg.2530	272563.8.peg.2601
645463.3.peg.2531	272563.8.peg.2602
645463.3.peg.2532	272563.8.peg.2603
645463.3.peg.2533	272563.8.peg.2604
645463.3.peg.2534	272563.8.peg.2605
645463.3.peg.2535	272563.8.peg.2606
645463.3.peg.2536	272563.8.peg.2607
645463.3.peg.2537	272563.8.peg.2608
645463.3.peg.2538	272563.8.peg.2609
645463.3.peg.2539	272563.8.peg.2610
645463.3.peg.2540	272563.8.peg.2611
645463.3.peg.2541	272563.8.peg.2612
645463.3.peg.2542	272563.8.peg.2613
645463.3.peg.2543	272563.8.peg.2614
645463.3.peg.2544	272563.8.peg.2615
645463.3.peg.2545	272563.8.peg.2616
645463.3.peg.2546	272563.8.peg.2617
645463.3.peg.2547	272563.8.peg.2618
645463.3.peg.2548	272563.8.peg.2619
645463.3.peg.2549	272563.8.peg.2620
645463.3.peg.2550	272563.8.peg.2621
645463.3.peg.2551	272563.8.peg.2622
645463.3.peg.2552	272563.8.peg.2623
645463.3.peg.2553	272563.8.peg.2624
645463.3.peg.2554	272563.8.peg.2625
645463.3.peg.2555	272563.8.peg.2626
645463.3.peg.2556	272563.8.peg.2627
645463.3.peg.2557	272563.8.peg.2628
645463.3.peg.2558	272563.8.peg.2629
645463.3.peg.263	272563.8.peg.263
645463.3.peg.1356	272563.8.peg.2630
645463.3.peg.2559	272563.8.peg.2630
645463.3.peg.2560	272563.8.peg.2631
645463.3.peg.2561	272563.8.peg.2632
645463.3.peg.2562	272563.8.peg.2633
645463.3.peg.2563	272563.8.peg.2634
645463.3.peg.2564	272563.8.peg.2635
645463.3.peg.2565	272563.8.peg.2636
645463.3.peg.2566	272563.8.peg.2637
645463.3.peg.2567	272563.8.peg.2638
645463.3.peg.264	272563.8.peg.264
645463.3.peg.2568	272563.8.peg.2643
645463.3.peg.2569	272563.8.peg.2644
645463.3.peg.2570	272563.8.peg.2645
645463.3.peg.2571	272563.8.peg.2646
645463.3.peg.2572	272563.8.peg.2647
645463.3.peg.2573	272563.8.peg.2648
645463.3.peg.2574	272563.8.peg.2649
645463.3.peg.265	272563.8.peg.265
645463.3.peg.2575	272563.8.peg.2652
645463.3.peg.2576	272563.8.peg.2653
645463.3.peg.2577	272563.8.peg.2654
645463.3.peg.2578	272563.8.peg.2655
645463.3.peg.2579	272563.8.peg.2656
645463.3.peg.2580	272563.8.peg.2657
645463.3.peg.2581	272563.8.peg.2658
645463.3.peg.2582	272563.8.peg.2659
645463.3.peg.266	272563.8.peg.266
645463.3.peg.2583	272563.8.peg.2660
645463.3.peg.2584	272563.8.peg.2661
645463.3.peg.2585	272563.8.peg.2662
645463.3.peg.2586	272563.8.peg.2663
645463.3.peg.2587	272563.8.peg.2664
645463.3.peg.1028	272563.8.peg.2665
645463.3.peg.2588	272563.8.peg.2665
645463.3.peg.1029	272563.8.peg.2666
645463.3.peg.2589	272563.8.peg.2666
645463.3.peg.2590	272563.8.peg.2667
645463.3.peg.2591	272563.8.peg.2668
645463.3.peg.2592	272563.8.peg.2669
645463.3.peg.267	272563.8.peg.267
645463.3.peg.2593	272563.8.peg.2670
645463.3.peg.2594	272563.8.peg.2671
645463.3.peg.2595	272563.8.peg.2672
645463.3.peg.2596	272563.8.peg.2673
645463.3.peg.2597	272563.8.peg.2674
645463.3.peg.2598	272563.8.peg.2675
645463.3.peg.401	272563.8.peg.2676
645463.3.peg.533	272563.8.peg.2676
645463.3.peg.869	272563.8.peg.2676
645463.3.peg.1025	272563.8.peg.2676
645463.3.peg.1416	272563.8.peg.2676
645463.3.peg.2876	272563.8.peg.2676
645463.3.peg.3117	272563.8.peg.2676
645463.3.peg.3690	272563.8.peg.2676
645463.3.peg.2599	272563.8.peg.2677
645463.3.peg.2600	272563.8.peg.2678
645463.3.peg.2601	272563.8.peg.2679
645463.3.peg.268	272563.8.peg.268
645463.3.peg.2602	272563.8.peg.2680
645463.3.peg.2603	272563.8.peg.2681
645463.3.peg.2604	272563.8.peg.2682
645463.3.peg.2605	272563.8.peg.2683
645463.3.peg.2606	272563.8.peg.2684
645463.3.peg.2607	272563.8.peg.2685
645463.3.peg.2608	272563.8.peg.2686
645463.3.peg.2609	272563.8.peg.2687
645463.3.peg.2610	272563.8.peg.2688
645463.3.peg.2611	272563.8.peg.2689
645463.3.peg.269	272563.8.peg.269
645463.3.peg.2612	272563.8.peg.2690
645463.3.peg.2613	272563.8.peg.2691
645463.3.peg.2614	272563.8.peg.2692
645463.3.peg.2615	272563.8.peg.2693
645463.3.peg.2616	272563.8.peg.2694
645463.3.peg.2617	272563.8.peg.2695
645463.3.peg.2618	272563.8.peg.2696
645463.3.peg.2619	272563.8.peg.2697
645463.3.peg.2620	272563.8.peg.2698
645463.3.peg.2621	272563.8.peg.2699
645463.3.peg.19	272563.8.peg.27
645463.3.peg.270	272563.8.peg.270
645463.3.peg.2622	272563.8.peg.2700
645463.3.peg.2623	272563.8.peg.2701
645463.3.peg.2624	272563.8.peg.2702
645463.3.peg.2625	272563.8.peg.2703
645463.3.peg.1891	272563.8.peg.2704
645463.3.peg.2626	272563.8.peg.2704
645463.3.peg.2627	272563.8.peg.2705
645463.3.peg.2628	272563.8.peg.2706
645463.3.peg.2629	272563.8.peg.2707
645463.3.peg.2630	272563.8.peg.2708
645463.3.peg.2631	272563.8.peg.2709
645463.3.peg.271	272563.8.peg.271
645463.3.peg.2632	272563.8.peg.2710
645463.3.peg.2633	272563.8.peg.2711
645463.3.peg.2634	272563.8.peg.2712
645463.3.peg.2635	272563.8.peg.2713
645463.3.peg.2636	272563.8.peg.2714
645463.3.peg.2637	272563.8.peg.2715
645463.3.peg.2638	272563.8.peg.2716
645463.3.peg.2639	272563.8.peg.2717
645463.3.peg.2640	272563.8.peg.2718
645463.3.peg.2641	272563.8.peg.2719
645463.3.peg.272	272563.8.peg.272
645463.3.peg.2642	272563.8.peg.2720
645463.3.peg.2643	272563.8.peg.2721
645463.3.peg.2644	272563.8.peg.2722
645463.3.peg.2645	272563.8.peg.2723
645463.3.peg.2646	272563.8.peg.2724
645463.3.peg.2647	272563.8.peg.2725
645463.3.peg.2648	272563.8.peg.2726
645463.3.peg.2649	272563.8.peg.2727
645463.3.peg.2650	272563.8.peg.2728
645463.3.peg.273	272563.8.peg.273
645463.3.peg.2653	272563.8.peg.2733
645463.3.peg.2654	272563.8.peg.2734
645463.3.peg.2655	272563.8.peg.2735
645463.3.peg.2675	272563.8.peg.2735
645463.3.peg.2656	272563.8.peg.2736
645463.3.peg.2657	272563.8.peg.2737
645463.3.peg.2658	272563.8.peg.2738
645463.3.peg.2659	272563.8.peg.2739
645463.3.peg.274	272563.8.peg.274
645463.3.peg.2660	272563.8.peg.2740
645463.3.peg.2662	272563.8.peg.2741
645463.3.peg.2663	272563.8.peg.2742
645463.3.peg.2664	272563.8.peg.2743
645463.3.peg.2665	272563.8.peg.2744
645463.3.peg.2666	272563.8.peg.2745
645463.3.peg.2667	272563.8.peg.2746
645463.3.peg.2668	272563.8.peg.2747
645463.3.peg.2669	272563.8.peg.2748
645463.3.peg.2670	272563.8.peg.2749
645463.3.peg.275	272563.8.peg.275
645463.3.peg.2671	272563.8.peg.2750
645463.3.peg.2672	272563.8.peg.2751
645463.3.peg.2673	272563.8.peg.2753
645463.3.peg.2678	272563.8.peg.2754
645463.3.peg.2679	272563.8.peg.2755
645463.3.peg.2680	272563.8.peg.2756
645463.3.peg.2681	272563.8.peg.2757
645463.3.peg.2682	272563.8.peg.2758
645463.3.peg.2683	272563.8.peg.2759
645463.3.peg.276	272563.8.peg.276
645463.3.peg.2684	272563.8.peg.2760
645463.3.peg.2685	272563.8.peg.2761
645463.3.peg.2686	272563.8.peg.2762
645463.3.peg.2687	272563.8.peg.2763
645463.3.peg.2688	272563.8.peg.2764
645463.3.peg.2689	272563.8.peg.2765
645463.3.peg.2690	272563.8.peg.2766
645463.3.peg.2691	272563.8.peg.2767
645463.3.peg.2692	272563.8.peg.2768
645463.3.peg.2693	272563.8.peg.2769
645463.3.peg.277	272563.8.peg.277
645463.3.peg.2694	272563.8.peg.2770
645463.3.peg.2695	272563.8.peg.2771
645463.3.peg.2696	272563.8.peg.2772
645463.3.peg.2697	272563.8.peg.2773
645463.3.peg.2698	272563.8.peg.2774
645463.3.peg.2699	272563.8.peg.2775
645463.3.peg.2700	272563.8.peg.2776
645463.3.peg.2701	272563.8.peg.2777
645463.3.peg.2702	272563.8.peg.2778
645463.3.peg.2703	272563.8.peg.2779
645463.3.peg.278	272563.8.peg.278
645463.3.peg.2704	272563.8.peg.2780
645463.3.peg.2705	272563.8.peg.2781
645463.3.peg.2706	272563.8.peg.2782
645463.3.peg.2707	272563.8.peg.2783
645463.3.peg.2708	272563.8.peg.2784
645463.3.peg.2709	272563.8.peg.2785
645463.3.peg.2710	272563.8.peg.2786
645463.3.peg.2711	272563.8.peg.2787
645463.3.peg.2712	272563.8.peg.2788
645463.3.peg.2713	272563.8.peg.2789
645463.3.peg.279	272563.8.peg.279
645463.3.peg.2714	272563.8.peg.2791
645463.3.peg.2715	272563.8.peg.2792
645463.3.peg.2717	272563.8.peg.2794
645463.3.peg.2718	272563.8.peg.2795
645463.3.peg.2719	272563.8.peg.2796
645463.3.peg.2720	272563.8.peg.2797
645463.3.peg.2721	272563.8.peg.2798
645463.3.peg.2722	272563.8.peg.2799
645463.3.peg.20	272563.8.peg.28
645463.3.peg.280	272563.8.peg.280
645463.3.peg.2723	272563.8.peg.2800
645463.3.peg.2724	272563.8.peg.2801
645463.3.peg.2725	272563.8.peg.2802
645463.3.peg.2726	272563.8.peg.2803
645463.3.peg.2727	272563.8.peg.2804
645463.3.peg.2728	272563.8.peg.2805
645463.3.peg.2729	272563.8.peg.2806
645463.3.peg.2730	272563.8.peg.2807
645463.3.peg.2731	272563.8.peg.2808
645463.3.peg.2732	272563.8.peg.2809
645463.3.peg.281	272563.8.peg.281
645463.3.peg.2733	272563.8.peg.2810
645463.3.peg.2734	272563.8.peg.2811
645463.3.peg.2735	272563.8.peg.2812
645463.3.peg.2736	272563.8.peg.2813
645463.3.peg.2737	272563.8.peg.2814
645463.3.peg.2738	272563.8.peg.2815
645463.3.peg.2739	272563.8.peg.2816
645463.3.peg.2740	272563.8.peg.2817
645463.3.peg.2741	272563.8.peg.2818
645463.3.peg.2742	272563.8.peg.2819
645463.3.peg.282	272563.8.peg.282
645463.3.peg.2743	272563.8.peg.2820
645463.3.peg.1978	272563.8.peg.2821
645463.3.peg.2744	272563.8.peg.2821
